Activity_ID,Application_ID,Product_Type,Channel,Stage,Activity_Type,Activity_Timestamp,Performed_By,Status_After_Activity,Activity_Notes,Dedupe_Flag,Dedupe_Match_Type,Existing_Record_Flag,Risk_Grade,Fraud_Flag,Exception_Flag,Bureau_Score,Employment_Verified,Income_Verified,Address_Verified,KYC_Status,UW_Decision,Escalation_Required,Underwriting_Notes,Documents_Collected_Flag,Missing_Documents_Count,PDOC_Status,PDOC_Clearance_Date,PDOC_Notes,Final_Approved_Limit,Disbursement_Date,Activation_Status,Welcome_Kit_Sent,DI_Notes,Stage_Start_Timestamp,Stage_End_Timestamp,Stage_Duration_Minutes,Total_Processing_Days,SLA_Met,Last_Modified_By,Last_Modified_Timestamp,Escalation_Notes,QA_Check_Flag
470,APP040,Credit Card,Partner,Sourcing,Reviewed,2025-09-11 14:01,Team B,Approved,Reviewed done for Sourcing,NA,None,Yes,Low,NA,No,519,Yes,Yes,NA,Cleared,Hold,Yes,Notes for Sourcing,Yes,0,Escalated,2025-09-11 15:01,PDOC note for APP040,1532,2025-09-11 16:01,Inactive,Yes,DI note for APP040,2025-09-11 10:27,2025-09-11 14:01,214,7,No,Team A,2025-09-11 14:01,Escalation note for APP040,Yes
471,APP040,Credit Card,Partner,Dedupe,Checked,2025-09-11 14:45,Auto,Approved,Checked done for Dedupe,NA,Exact,No,Medium,No,NA,858,NA,No,NA,Cleared,Decline,NA,Notes for Dedupe,NA,2,Escalated,2025-09-11 15:45,PDOC note for APP040,1076,2025-09-11 16:45,Active,NA,DI note for APP040,2025-09-11 14:15,2025-09-11 14:45,30,2,No,Team A,2025-09-11 14:45,Escalation note for APP040,Yes
472,APP040,Credit Card,Partner,Dedupe,Flagged,2025-09-11 16:51,Auto,On Hold,Flagged done for Dedupe,Yes,None,Yes,Medium,Yes,NA,661,Yes,Yes,Yes,Rejected,Decline,Yes,Notes for Dedupe,NA,0,Approved,2025-09-11 17:51,PDOC note for APP040,4588,2025-09-11 18:51,Inactive,No,DI note for APP040,2025-09-11 15:06,2025-09-11 16:51,105,7,No,System,2025-09-11 16:51,Escalation note for APP040,Yes
473,APP040,Credit Card,Partner,Underwriting,Verified Documents,2025-09-11 19:06,Third Party,Approved,Verified Documents done for Underwriting,Yes,Partial,Yes,High,NA,No,450,Yes,Yes,Yes,Cleared,Approve,Yes,Notes for Underwriting,Yes,3,Escalated,2025-09-11 20:06,PDOC note for APP040,3771,2025-09-11 21:06,Inactive,Yes,DI note for APP040,2025-09-11 17:11,2025-09-11 19:06,115,3,Yes,Team A,2025-09-11 19:06,Escalation note for APP040,No
474,APP040,Credit Card,Partner,Underwriting,Decision,2025-09-11 21:07,Auto,Rejected,Decision done for Underwriting,Yes,None,NA,High,NA,Yes,602,NA,No,No,Rejected,Approve,No,Notes for Underwriting,No,0,Rejected,2025-09-11 22:07,PDOC note for APP040,7050,2025-09-11 23:07,Active,No,DI note for APP040,2025-09-11 20:00,2025-09-11 21:07,67,7,Yes,System,2025-09-11 21:07,Escalation note for APP040,No
475,APP040,Credit Card,Partner,Underwriting,Escalated,2025-09-12 00:55,Team A,Rejected,Escalated done for Underwriting,NA,Partial,No,Medium,Yes,No,690,No,Yes,Yes,Cleared,Hold,No,Notes for Underwriting,Yes,2,Pending,2025-09-12 01:55,PDOC note for APP040,9191,2025-09-12 02:55,Inactive,No,DI note for APP040,2025-09-11 21:58,2025-09-12 00:55,177,9,Yes,Team B,2025-09-12 00:55,Escalation note for APP040,No
476,APP040,Credit Card,Partner,PDOC,Documents Collected,2025-09-12 04:53,System,Approved,Documents Collected done for PDOC,No,Partial,NA,High,NA,NA,571,NA,No,NA,Cleared,Approve,No,Notes for PDOC,No,0,Complete,2025-09-12 05:53,PDOC note for APP040,1662,2025-09-12 06:53,Inactive,No,DI note for APP040,2025-09-12 01:44,2025-09-12 04:53,189,6,No,Team A,2025-09-12 04:53,Escalation note for APP040,No
477,APP040,Credit Card,Partner,PDOC,PDOC Reviewed,2025-09-12 08:50,Third Party,Pending,PDOC Reviewed done for PDOC,NA,Exact,NA,High,No,No,520,Yes,NA,NA,Pending,Approve,NA,Notes for PDOC,NA,2,Pending,2025-09-12 09:50,PDOC note for APP040,7503,2025-09-12 10:50,Inactive,NA,DI note for APP040,2025-09-12 05:07,2025-09-12 08:50,223,9,No,System,2025-09-12 08:50,Escalation note for APP040,No
478,APP040,Credit Card,Partner,DI,Disbursed,2025-09-12 10:09,Team A,Pending,Disbursed done for DI,No,Partial,Yes,Medium,Yes,No,753,NA,Yes,Yes,Pending,Approve,NA,Notes for DI,No,3,Approved,2025-09-12 11:09,PDOC note for APP040,9677,2025-09-12 12:09,Active,NA,DI note for APP040,2025-09-12 09:30,2025-09-12 10:09,39,9,Yes,System,2025-09-12 10:09,Escalation note for APP040,No
479,APP040,Credit Card,Partner,DI,Activated,2025-09-12 11:55,Team A,Escalated,Activated done for DI,NA,Partial,No,Medium,No,No,668,NA,NA,NA,Cleared,Decline,Yes,Notes for DI,Yes,0,On Hold,2025-09-12 12:55,PDOC note for APP040,7080,2025-09-12 13:55,Active,NA,DI note for APP040,2025-09-12 10:31,2025-09-12 11:55,84,4,No,System,2025-09-12 11:55,Escalation note for APP040,No
480,APP040,Credit Card,Partner,DI,Welcome Kit Sent,2025-09-12 14:11,Team B,Rejected,Welcome Kit Sent done for DI,Yes,Partial,No,Low,Yes,No,389,NA,Yes,Yes,Rejected,Hold,NA,Notes for DI,No,2,Complete,2025-09-12 15:11,PDOC note for APP040,3649,2025-09-12 16:11,Inactive,NA,DI note for APP040,2025-09-12 12:09,2025-09-12 14:11,122,6,No,Team B,2025-09-12 14:11,Escalation note for APP040,No
481,APP041,Other,Online,Sourcing,Submitted,2025-09-08 06:31,Third Party,Pending,Submitted done for Sourcing,Yes,None,NA,High,No,NA,655,No,NA,Yes,Pending,Approve,No,Notes for Sourcing,NA,3,Pending,2025-09-08 07:31,PDOC note for APP041,4791,2025-09-08 08:31,Inactive,Yes,DI note for APP041,2025-09-08 05:00,2025-09-08 06:31,91,3,No,System,2025-09-08 06:31,Escalation note for APP041,Yes
482,APP041,Other,Online,Sourcing,Reviewed,2025-09-08 10:59,Auto,Escalated,Reviewed done for Sourcing,No,Exact,NA,Low,No,Yes,745,NA,NA,Yes,Rejected,Decline,NA,Notes for Sourcing,No,3,Complete,2025-09-08 11:59,PDOC note for APP041,8232,2025-09-08 12:59,Active,No,DI note for APP041,2025-09-08 07:17,2025-09-08 10:59,222,9,No,Team A,2025-09-08 10:59,Escalation note for APP041,Yes
483,APP041,Other,Online,Dedupe,Checked,2025-09-08 13:32,Team A,Rejected,Checked done for Dedupe,No,Partial,NA,Low,Yes,NA,701,No,No,No,Cleared,Hold,NA,Notes for Dedupe,NA,3,Rejected,2025-09-08 14:32,PDOC note for APP041,9254,2025-09-08 15:32,Active,No,DI note for APP041,2025-09-08 11:19,2025-09-08 13:32,133,8,Yes,System,2025-09-08 13:32,Escalation note for APP041,Yes
484,APP041,Other,Online,Dedupe,Flagged,2025-09-08 16:50,Third Party,Escalated,Flagged done for Dedupe,No,Exact,NA,High,Yes,No,488,Yes,Yes,No,Cleared,Hold,No,Notes for Dedupe,NA,0,Complete,2025-09-08 17:50,PDOC note for APP041,1768,2025-09-08 18:50,Inactive,NA,DI note for APP041,2025-09-08 14:09,2025-09-08 16:50,161,5,Yes,Team B,2025-09-08 16:50,Escalation note for APP041,No
485,APP041,Other,Online,Underwriting,Verified Documents,2025-09-08 19:44,Team B,Rejected,Verified Documents done for Underwriting,NA,None,Yes,Medium,NA,No,526,NA,Yes,NA,Cleared,Approve,NA,Notes for Underwriting,Yes,3,Escalated,2025-09-08 20:44,PDOC note for APP041,6318,2025-09-08 21:44,Active,Yes,DI note for APP041,2025-09-08 17:03,2025-09-08 19:44,161,2,No,Team A,2025-09-08 19:44,Escalation note for APP041,Yes
486,APP041,Other,Online,Underwriting,Decision,2025-09-08 21:41,Team A,Approved,Decision done for Underwriting,Yes,Exact,No,High,Yes,Yes,466,Yes,No,NA,Cleared,Approve,No,Notes for Underwriting,Yes,2,Rejected,2025-09-08 22:41,PDOC note for APP041,1586,2025-09-08 23:41,Inactive,NA,DI note for APP041,2025-09-08 20:20,2025-09-08 21:41,81,3,Yes,System,2025-09-08 21:41,Escalation note for APP041,Yes
487,APP041,Other,Online,Underwriting,Escalated,2025-09-09 00:41,Third Party,Escalated,Escalated done for Underwriting,NA,Partial,Yes,Low,NA,No,868,No,No,No,Pending,Decline,NA,Notes for Underwriting,NA,1,Pending,2025-09-09 01:41,PDOC note for APP041,8191,2025-09-09 02:41,Inactive,NA,DI note for APP041,2025-09-08 22:41,2025-09-09 00:41,120,4,Yes,Team A,2025-09-09 00:41,Escalation note for APP041,No
488,APP041,Other,Online,PDOC,Documents Collected,2025-09-09 02:58,Team B,Complete,Documents Collected done for PDOC,NA,Partial,NA,Medium,Yes,No,435,No,No,Yes,Pending,Approve,NA,Notes for PDOC,No,0,On Hold,2025-09-09 03:58,PDOC note for APP041,1336,2025-09-09 04:58,Active,NA,DI note for APP041,2025-09-09 00:56,2025-09-09 02:58,122,1,No,Team B,2025-09-09 02:58,Escalation note for APP041,No
489,APP041,Other,Online,PDOC,PDOC Reviewed,2025-09-09 05:23,System,On Hold,PDOC Reviewed done for PDOC,No,None,NA,Low,NA,Yes,864,NA,Yes,NA,Rejected,Decline,No,Notes for PDOC,No,0,Complete,2025-09-09 06:23,PDOC note for APP041,5166,2025-09-09 07:23,Inactive,Yes,DI note for APP041,2025-09-09 03:33,2025-09-09 05:23,110,8,No,Team A,2025-09-09 05:23,Escalation note for APP041,No
490,APP041,Other,Online,DI,Disbursed,2025-09-09 06:25,Team A,Rejected,Disbursed done for DI,No,Exact,Yes,Medium,Yes,NA,413,Yes,No,NA,Pending,Hold,Yes,Notes for DI,Yes,3,On Hold,2025-09-09 07:25,PDOC note for APP041,9152,2025-09-09 08:25,Inactive,Yes,DI note for APP041,2025-09-09 06:13,2025-09-09 06:25,12,4,No,Team B,2025-09-09 06:25,Escalation note for APP041,No
491,APP041,Other,Online,DI,Activated,2025-09-09 07:54,System,Approved,Activated done for DI,Yes,None,No,High,No,NA,336,No,NA,Yes,Cleared,Hold,No,Notes for DI,Yes,0,Rejected,2025-09-09 08:54,PDOC note for APP041,3151,2025-09-09 09:54,Inactive,NA,DI note for APP041,2025-09-09 06:32,2025-09-09 07:54,82,4,No,System,2025-09-09 07:54,Escalation note for APP041,Yes
492,APP041,Other,Online,DI,Welcome Kit Sent,2025-09-09 10:49,Team B,On Hold,Welcome Kit Sent done for DI,No,Exact,NA,Medium,NA,NA,345,No,Yes,Yes,Cleared,Approve,No,Notes for DI,No,2,On Hold,2025-09-09 11:49,PDOC note for APP041,6322,2025-09-09 12:49,Inactive,Yes,DI note for APP041,2025-09-09 08:20,2025-09-09 10:49,149,6,Yes,System,2025-09-09 10:49,Escalation note for APP041,No
493,APP042,Credit Card,TeleSales,Sourcing,Submitted,2025-09-05 11:15,Team A,Escalated,Submitted done for Sourcing,No,None,NA,Low,No,NA,647,NA,Yes,No,Rejected,Approve,Yes,Notes for Sourcing,No,1,Escalated,2025-09-05 12:15,PDOC note for APP042,1153,2025-09-05 13:15,Active,Yes,DI note for APP042,2025-09-05 08:00,2025-09-05 11:15,195,6,No,System,2025-09-05 11:15,Escalation note for APP042,Yes
494,APP042,Credit Card,TeleSales,Sourcing,Reviewed,2025-09-05 12:23,Auto,Rejected,Reviewed done for Sourcing,Yes,Partial,Yes,Medium,Yes,No,341,No,No,NA,Pending,Hold,NA,Notes for Sourcing,Yes,0,Complete,2025-09-05 13:23,PDOC note for APP042,8843,2025-09-05 14:23,Active,No,DI note for APP042,2025-09-05 11:40,2025-09-05 12:23,43,9,No,Team B,2025-09-05 12:23,Escalation note for APP042,Yes
495,APP042,Credit Card,TeleSales,Dedupe,Checked,2025-09-05 16:16,Third Party,Approved,Checked done for Dedupe,Yes,Exact,NA,Low,NA,No,813,No,No,Yes,Rejected,Approve,No,Notes for Dedupe,No,3,Approved,2025-09-05 17:16,PDOC note for APP042,4400,2025-09-05 18:16,Active,No,DI note for APP042,2025-09-05 12:45,2025-09-05 16:16,211,7,No,Team A,2025-09-05 16:16,Escalation note for APP042,Yes
496,APP042,Credit Card,TeleSales,Dedupe,Flagged,2025-09-05 20:21,System,Escalated,Flagged done for Dedupe,NA,Partial,NA,High,NA,NA,478,Yes,Yes,Yes,Pending,Approve,Yes,Notes for Dedupe,NA,1,Escalated,2025-09-05 21:21,PDOC note for APP042,9941,2025-09-05 22:21,Inactive,No,DI note for APP042,2025-09-05 16:41,2025-09-05 20:21,220,5,No,Team B,2025-09-05 20:21,Escalation note for APP042,Yes
497,APP042,Credit Card,TeleSales,Underwriting,Verified Documents,2025-09-05 23:04,Third Party,Complete,Verified Documents done for Underwriting,No,Exact,No,Low,NA,No,859,NA,No,No,Pending,Decline,NA,Notes for Underwriting,Yes,0,Approved,2025-09-06 00:04,PDOC note for APP042,9184,2025-09-06 01:04,Inactive,Yes,DI note for APP042,2025-09-05 20:28,2025-09-05 23:04,156,6,No,System,2025-09-05 23:04,Escalation note for APP042,No
498,APP042,Credit Card,TeleSales,Underwriting,Decision,2025-09-06 01:20,Team A,Approved,Decision done for Underwriting,No,Partial,Yes,Low,NA,Yes,755,NA,NA,Yes,Rejected,Decline,NA,Notes for Underwriting,Yes,1,Escalated,2025-09-06 02:20,PDOC note for APP042,8924,2025-09-06 03:20,Active,Yes,DI note for APP042,2025-09-05 23:10,2025-09-06 01:20,130,5,No,Team A,2025-09-06 01:20,Escalation note for APP042,Yes
499,APP042,Credit Card,TeleSales,Underwriting,Escalated,2025-09-06 04:23,System,Escalated,Escalated done for Underwriting,Yes,Exact,No,High,No,No,703,NA,NA,No,Rejected,Decline,NA,Notes for Underwriting,NA,0,Rejected,2025-09-06 05:23,PDOC note for APP042,5581,2025-09-06 06:23,Inactive,NA,DI note for APP042,2025-09-06 02:18,2025-09-06 04:23,125,3,No,Team B,2025-09-06 04:23,Escalation note for APP042,Yes
500,APP042,Credit Card,TeleSales,PDOC,Documents Collected,2025-09-06 06:46,System,Approved,Documents Collected done for PDOC,NA,Exact,No,Medium,No,Yes,790,Yes,NA,Yes,Pending,Approve,No,Notes for PDOC,Yes,0,Escalated,2025-09-06 07:46,PDOC note for APP042,8723,2025-09-06 08:46,Inactive,NA,DI note for APP042,2025-09-06 05:00,2025-09-06 06:46,106,5,Yes,Team B,2025-09-06 06:46,Escalation note for APP042,No
501,APP042,Credit Card,TeleSales,PDOC,PDOC Reviewed,2025-09-06 11:08,Third Party,Complete,PDOC Reviewed done for PDOC,Yes,None,No,Low,Yes,Yes,331,NA,NA,No,Pending,Approve,NA,Notes for PDOC,No,1,Escalated,2025-09-06 12:08,PDOC note for APP042,7098,2025-09-06 13:08,Active,Yes,DI note for APP042,2025-09-06 07:36,2025-09-06 11:08,212,5,Yes,Team B,2025-09-06 11:08,Escalation note for APP042,Yes
502,APP042,Credit Card,TeleSales,DI,Disbursed,2025-09-06 12:14,Team B,Rejected,Disbursed done for DI,Yes,None,Yes,Medium,No,No,803,Yes,Yes,NA,Pending,Decline,NA,Notes for DI,NA,0,Complete,2025-09-06 13:14,PDOC note for APP042,1380,2025-09-06 14:14,Active,NA,DI note for APP042,2025-09-06 11:37,2025-09-06 12:14,37,3,No,Team A,2025-09-06 12:14,Escalation note for APP042,Yes
503,APP042,Credit Card,TeleSales,DI,Activated,2025-09-06 13:01,Auto,Rejected,Activated done for DI,No,Exact,No,High,Yes,No,661,No,Yes,Yes,Pending,Approve,Yes,Notes for DI,NA,0,Complete,2025-09-06 14:01,PDOC note for APP042,3296,2025-09-06 15:01,Active,Yes,DI note for APP042,2025-09-06 12:51,2025-09-06 13:01,10,2,No,Team B,2025-09-06 13:01,Escalation note for APP042,Yes
504,APP042,Credit Card,TeleSales,DI,Welcome Kit Sent,2025-09-06 13:53,Auto,Escalated,Welcome Kit Sent done for DI,No,Exact,No,Medium,NA,Yes,703,Yes,Yes,NA,Rejected,Decline,No,Notes for DI,NA,0,Escalated,2025-09-06 14:53,PDOC note for APP042,2071,2025-09-06 15:53,Inactive,Yes,DI note for APP042,2025-09-06 13:13,2025-09-06 13:53,40,10,No,Team B,2025-09-06 13:53,Escalation note for APP042,No
505,APP043,Other,Online,Sourcing,Submitted,2025-09-06 00:55,Team B,Approved,Submitted done for Sourcing,No,Partial,Yes,Medium,No,No,540,NA,Yes,Yes,Rejected,Approve,NA,Notes for Sourcing,No,0,On Hold,2025-09-06 01:55,PDOC note for APP043,1341,2025-09-06 02:55,Active,NA,DI note for APP043,2025-09-06 00:00,2025-09-06 00:55,55,10,No,System,2025-09-06 00:55,Escalation note for APP043,No
506,APP043,Other,Online,Sourcing,Reviewed,2025-09-06 05:13,Auto,Rejected,Reviewed done for Sourcing,NA,Exact,NA,Medium,Yes,Yes,502,Yes,Yes,Yes,Cleared,Decline,No,Notes for Sourcing,Yes,1,Approved,2025-09-06 06:13,PDOC note for APP043,3898,2025-09-06 07:13,Inactive,Yes,DI note for APP043,2025-09-06 01:14,2025-09-06 05:13,239,9,Yes,System,2025-09-06 05:13,Escalation note for APP043,No
507,APP043,Other,Online,Dedupe,Checked,2025-09-06 06:46,Team A,Approved,Checked done for Dedupe,NA,None,No,Low,NA,Yes,597,No,Yes,NA,Pending,Decline,NA,Notes for Dedupe,No,3,Approved,2025-09-06 07:46,PDOC note for APP043,9305,2025-09-06 08:46,Inactive,Yes,DI note for APP043,2025-09-06 05:21,2025-09-06 06:46,85,4,Yes,Team B,2025-09-06 06:46,Escalation note for APP043,Yes
508,APP043,Other,Online,Dedupe,Flagged,2025-09-06 11:16,Team B,On Hold,Flagged done for Dedupe,Yes,Partial,NA,High,NA,No,649,Yes,Yes,Yes,Rejected,Approve,Yes,Notes for Dedupe,NA,0,Rejected,2025-09-06 12:16,PDOC note for APP043,3866,2025-09-06 13:16,Inactive,No,DI note for APP043,2025-09-06 07:18,2025-09-06 11:16,238,4,Yes,Team A,2025-09-06 11:16,Escalation note for APP043,No
509,APP043,Other,Online,Underwriting,Verified Documents,2025-09-06 14:22,Third Party,Escalated,Verified Documents done for Underwriting,NA,Partial,NA,Medium,Yes,NA,646,NA,No,No,Rejected,Approve,No,Notes for Underwriting,No,0,Escalated,2025-09-06 15:22,PDOC note for APP043,9562,2025-09-06 16:22,Inactive,Yes,DI note for APP043,2025-09-06 11:22,2025-09-06 14:22,180,3,No,System,2025-09-06 14:22,Escalation note for APP043,No
510,APP043,Other,Online,Underwriting,Decision,2025-09-06 17:32,System,On Hold,Decision done for Underwriting,No,None,NA,Low,No,Yes,539,NA,Yes,NA,Rejected,Approve,Yes,Notes for Underwriting,No,3,Approved,2025-09-06 18:32,PDOC note for APP043,5311,2025-09-06 19:32,Inactive,No,DI note for APP043,2025-09-06 14:44,2025-09-06 17:32,168,4,Yes,Team B,2025-09-06 17:32,Escalation note for APP043,No
511,APP043,Other,Online,Underwriting,Escalated,2025-09-06 20:01,System,Approved,Escalated done for Underwriting,Yes,None,No,Low,Yes,NA,677,No,Yes,NA,Rejected,Approve,Yes,Notes for Underwriting,NA,1,Pending,2025-09-06 21:01,PDOC note for APP043,9187,2025-09-06 22:01,Inactive,No,DI note for APP043,2025-09-06 17:39,2025-09-06 20:01,142,1,Yes,System,2025-09-06 20:01,Escalation note for APP043,No
512,APP043,Other,Online,PDOC,Documents Collected,2025-09-06 21:15,Team B,Escalated,Documents Collected done for PDOC,NA,Partial,Yes,Medium,Yes,No,593,No,NA,NA,Pending,Approve,No,Notes for PDOC,Yes,0,Approved,2025-09-06 22:15,PDOC note for APP043,3690,2025-09-06 23:15,Inactive,NA,DI note for APP043,2025-09-06 20:34,2025-09-06 21:15,41,6,No,System,2025-09-06 21:15,Escalation note for APP043,Yes
513,APP043,Other,Online,PDOC,PDOC Reviewed,2025-09-06 22:14,Team B,Escalated,PDOC Reviewed done for PDOC,Yes,Exact,No,Medium,No,NA,597,NA,No,Yes,Pending,Decline,No,Notes for PDOC,No,1,Escalated,2025-09-06 23:14,PDOC note for APP043,5693,2025-09-07 00:14,Inactive,No,DI note for APP043,2025-09-06 21:37,2025-09-06 22:14,37,9,Yes,System,2025-09-06 22:14,Escalation note for APP043,Yes
514,APP043,Other,Online,DI,Disbursed,2025-09-06 23:50,System,Approved,Disbursed done for DI,No,None,NA,Low,Yes,No,581,NA,Yes,No,Cleared,Decline,No,Notes for DI,No,3,Approved,2025-09-07 00:50,PDOC note for APP043,3670,2025-09-07 01:50,Active,No,DI note for APP043,2025-09-06 22:46,2025-09-06 23:50,64,1,No,System,2025-09-06 23:50,Escalation note for APP043,Yes
515,APP043,Other,Online,DI,Activated,2025-09-07 03:10,Third Party,On Hold,Activated done for DI,NA,Exact,NA,Medium,Yes,Yes,456,Yes,No,No,Pending,Decline,No,Notes for DI,No,3,Rejected,2025-09-07 04:10,PDOC note for APP043,5757,2025-09-07 05:10,Active,Yes,DI note for APP043,2025-09-07 00:21,2025-09-07 03:10,169,7,No,Team B,2025-09-07 03:10,Escalation note for APP043,Yes
516,APP043,Other,Online,DI,Welcome Kit Sent,2025-09-07 05:00,Third Party,Approved,Welcome Kit Sent done for DI,Yes,Partial,NA,Low,No,Yes,440,NA,Yes,No,Pending,Approve,No,Notes for DI,Yes,3,Complete,2025-09-07 06:00,PDOC note for APP043,2891,2025-09-07 07:00,Inactive,NA,DI note for APP043,2025-09-07 03:22,2025-09-07 05:00,98,8,No,System,2025-09-07 05:00,Escalation note for APP043,Yes
517,APP044,Loan,Branch,Sourcing,Submitted,2025-09-10 04:12,Auto,Approved,Submitted done for Sourcing,NA,Exact,NA,High,No,Yes,810,NA,Yes,NA,Cleared,Hold,No,Notes for Sourcing,Yes,1,Approved,2025-09-10 05:12,PDOC note for APP044,8772,2025-09-10 06:12,Active,No,DI note for APP044,2025-09-10 02:00,2025-09-10 04:12,132,10,Yes,Team B,2025-09-10 04:12,Escalation note for APP044,Yes
518,APP044,Loan,Branch,Sourcing,Reviewed,2025-09-10 08:22,Third Party,Rejected,Reviewed done for Sourcing,Yes,None,No,High,Yes,Yes,387,No,No,NA,Cleared,Decline,No,Notes for Sourcing,Yes,1,Pending,2025-09-10 09:22,PDOC note for APP044,7125,2025-09-10 10:22,Active,NA,DI note for APP044,2025-09-10 04:29,2025-09-10 08:22,233,5,No,System,2025-09-10 08:22,Escalation note for APP044,No
519,APP044,Loan,Branch,Dedupe,Checked,2025-09-10 13:14,Team B,Approved,Checked done for Dedupe,NA,Partial,Yes,High,No,No,572,NA,Yes,No,Pending,Decline,Yes,Notes for Dedupe,NA,3,Complete,2025-09-10 14:14,PDOC note for APP044,5325,2025-09-10 15:14,Inactive,No,DI note for APP044,2025-09-10 09:17,2025-09-10 13:14,237,1,Yes,Team B,2025-09-10 13:14,Escalation note for APP044,No
520,APP044,Loan,Branch,Dedupe,Flagged,2025-09-10 16:10,System,Pending,Flagged done for Dedupe,NA,Exact,Yes,High,No,Yes,386,Yes,No,Yes,Rejected,Decline,No,Notes for Dedupe,NA,2,Complete,2025-09-10 17:10,PDOC note for APP044,9434,2025-09-10 18:10,Active,No,DI note for APP044,2025-09-10 13:19,2025-09-10 16:10,171,9,No,Team B,2025-09-10 16:10,Escalation note for APP044,No
521,APP044,Loan,Branch,Underwriting,Verified Documents,2025-09-10 18:24,Third Party,Approved,Verified Documents done for Underwriting,NA,Exact,No,Medium,Yes,Yes,542,Yes,Yes,NA,Pending,Approve,Yes,Notes for Underwriting,No,2,On Hold,2025-09-10 19:24,PDOC note for APP044,1469,2025-09-10 20:24,Inactive,No,DI note for APP044,2025-09-10 16:36,2025-09-10 18:24,108,9,No,Team A,2025-09-10 18:24,Escalation note for APP044,Yes
522,APP044,Loan,Branch,Underwriting,Decision,2025-09-10 21:11,System,Escalated,Decision done for Underwriting,No,Partial,NA,Medium,Yes,Yes,804,NA,Yes,Yes,Cleared,Hold,No,Notes for Underwriting,No,3,Escalated,2025-09-10 22:11,PDOC note for APP044,1996,2025-09-10 23:11,Active,Yes,DI note for APP044,2025-09-10 19:04,2025-09-10 21:11,127,1,Yes,Team B,2025-09-10 21:11,Escalation note for APP044,No
523,APP044,Loan,Branch,Underwriting,Escalated,2025-09-10 22:40,Auto,Escalated,Escalated done for Underwriting,Yes,Partial,Yes,Low,No,Yes,709,No,No,Yes,Cleared,Approve,No,Notes for Underwriting,No,3,On Hold,2025-09-10 23:40,PDOC note for APP044,7054,2025-09-11 00:40,Inactive,NA,DI note for APP044,2025-09-10 21:49,2025-09-10 22:40,51,4,No,Team B,2025-09-10 22:40,Escalation note for APP044,Yes
524,APP044,Loan,Branch,PDOC,Documents Collected,2025-09-11 03:32,System,On Hold,Documents Collected done for PDOC,No,Partial,NA,Medium,No,Yes,644,Yes,Yes,NA,Pending,Decline,No,Notes for PDOC,NA,2,Rejected,2025-09-11 04:32,PDOC note for APP044,9709,2025-09-11 05:32,Active,Yes,DI note for APP044,2025-09-10 23:35,2025-09-11 03:32,237,8,Yes,Team A,2025-09-11 03:32,Escalation note for APP044,Yes
525,APP044,Loan,Branch,PDOC,PDOC Reviewed,2025-09-11 06:45,Team A,Approved,PDOC Reviewed done for PDOC,Yes,Partial,No,Medium,Yes,Yes,753,No,NA,Yes,Cleared,Hold,NA,Notes for PDOC,NA,1,Rejected,2025-09-11 07:45,PDOC note for APP044,9101,2025-09-11 08:45,Active,Yes,DI note for APP044,2025-09-11 04:04,2025-09-11 06:45,161,5,Yes,Team A,2025-09-11 06:45,Escalation note for APP044,No
526,APP044,Loan,Branch,DI,Disbursed,2025-09-11 09:59,Team B,Escalated,Disbursed done for DI,No,Exact,NA,Medium,NA,Yes,793,No,No,Yes,Cleared,Decline,No,Notes for DI,Yes,1,Escalated,2025-09-11 10:59,PDOC note for APP044,3997,2025-09-11 11:59,Active,No,DI note for APP044,2025-09-11 07:45,2025-09-11 09:59,134,3,No,Team A,2025-09-11 09:59,Escalation note for APP044,No
527,APP044,Loan,Branch,DI,Activated,2025-09-11 14:51,Third Party,Approved,Activated done for DI,Yes,Exact,NA,Medium,NA,Yes,458,NA,Yes,No,Cleared,Hold,No,Notes for DI,No,0,Escalated,2025-09-11 15:51,PDOC note for APP044,7316,2025-09-11 16:51,Active,Yes,DI note for APP044,2025-09-11 10:51,2025-09-11 14:51,240,4,Yes,Team A,2025-09-11 14:51,Escalation note for APP044,No
528,APP044,Loan,Branch,DI,Welcome Kit Sent,2025-09-11 15:35,Third Party,Escalated,Welcome Kit Sent done for DI,NA,Exact,NA,Medium,Yes,NA,636,NA,No,No,Cleared,Decline,No,Notes for DI,NA,1,Escalated,2025-09-11 16:35,PDOC note for APP044,3391,2025-09-11 17:35,Active,No,DI note for APP044,2025-09-11 14:58,2025-09-11 15:35,37,10,Yes,System,2025-09-11 15:35,Escalation note for APP044,No
529,APP045,Other,Branch,Sourcing,Submitted,2025-09-10 06:05,Third Party,Complete,Submitted done for Sourcing,NA,Exact,Yes,Medium,No,Yes,659,NA,NA,NA,Rejected,Decline,No,Notes for Sourcing,Yes,2,Approved,2025-09-10 07:05,PDOC note for APP045,6042,2025-09-10 08:05,Active,Yes,DI note for APP045,2025-09-10 03:00,2025-09-10 06:05,185,8,Yes,Team A,2025-09-10 06:05,Escalation note for APP045,Yes
